User_ID,Event_Type,Event_Date,Interaction_Duration,Language_Used,Location,Privacy_Consent,Event_Participation_Freq,Social_Interaction_Freq,Cultural_Engagement_Level,Preferred_Time_of_Activity,Seasonal_Activity_Pattern,Event_Recommendation_Score,Cultural_Content_Suggested,Anonymization_Flag,Data_Owner
U0189,Exhibition,12/10/2024,30 minutes,Local Dialect,Zone B,Accepted,19,10,Medium,Evening,Yes,0.42,Traditional Music Playlist,TRUE,User
U0190,Workshop,2/3/2025,30 minutes,English,Zone A,Accepted,15,8,Low,Afternoon,Yes,0.67,Language Learning App,TRUE,User
U0191,Art Fair,7/25/2024,30 minutes,English,Zone C,Accepted,5,4,Medium,Evening,Yes,0.87,Folklore Videos,TRUE,User
U0192,Language Class,12/11/2024,30 minutes,Regional Language,Zone A,Pending,2,2,High,Evening,Yes,0.92,Folklore Videos,FALSE,Platform
U0193,Workshop,3/6/2025,2 hours,Local Dialect,Zone B,Pending,19,10,High,Afternoon,Yes,0.95,Folklore Videos,FALSE,User
U0194,Language Class,6/20/2024,2 hours,Regional Language,Zone A,Pending,14,1,Low,Evening,Yes,0.69,Regional Cuisine Recipes,FALSE,Platform
U0195,Exhibition,9/26/2024,2 hours,Local Dialect,Zone B,Pending,9,4,High,Afternoon,No,0.75,Folklore Videos,TRUE,Platform
U0196,Exhibition,8/8/2024,1 hour,Local Dialect,Zone B,Pending,1,5,Low,Afternoon,No,0.55,Traditional Music Playlist,TRUE,Platform
U0197,Festival,5/31/2024,30 minutes,Regional Language,Zone B,Accepted,13,2,Medium,Afternoon,Yes,0.36,Folklore Videos,TRUE,User
U0198,Art Fair,4/20/2024,30 minutes,English,Zone C,Accepted,17,3,Medium,Evening,Yes,0.11,Language Learning App,FALSE,User
U0199,Language Class,7/1/2024,2 hours,Regional Language,Zone D,Pending,2,4,Medium,Afternoon,Yes,0.3,Language Learning App,TRUE,Platform
U0200,Workshop,2/2/2025,1 hour,English,Zone C,Pending,14,3,Low,Morning,No,0.98,Traditional Music Playlist,FALSE,Platform
U0201,Exhibition,12/4/2024,2 hours,Regional Language,Zone A,Pending,20,8,High,Evening,Yes,0.83,Folklore Videos,TRUE,Platform
U0202,Festival,3/12/2024,30 minutes,Regional Language,Zone C,Pending,6,2,Low,Afternoon,Yes,0.53,Folklore Videos,TRUE,User
U0203,Festival,2/21/2025,30 minutes,English,Zone C,Pending,6,9,Medium,Morning,No,0.41,Traditional Music Playlist,TRUE,User
U0204,Language Class,1/20/2025,2 hours,English,Zone D,Accepted,18,6,Low,Morning,Yes,0.16,Regional Cuisine Recipes,FALSE,Platform
U0205,Exhibition,10/9/2024,2 hours,English,Zone A,Pending,19,1,High,Afternoon,No,0.11,Language Learning App,TRUE,Platform
U0206,Art Fair,3/14/2024,30 minutes,Regional Language,Zone B,Accepted,9,8,Low,Morning,Yes,0.78,Language Learning App,TRUE,Platform
U0207,Exhibition,12/20/2024,2 hours,English,Zone B,Accepted,15,10,Medium,Afternoon,Yes,0.99,Folklore Videos,FALSE,User
U0208,Language Class,8/2/2024,30 minutes,English,Zone A,Pending,7,6,High,Morning,No,0.33,Traditional Music Playlist,TRUE,Platform
U0209,Language Class,11/23/2024,2 hours,English,Zone C,Pending,6,4,Medium,Evening,Yes,0.35,Traditional Music Playlist,FALSE,Platform
U0210,Exhibition,1/23/2024,1 hour,Local Dialect,Zone D,Accepted,5,6,High,Afternoon,Yes,0.94,Folklore Videos,FALSE,Platform
U0211,Language Class,3/8/2024,30 minutes,English,Zone D,Accepted,19,2,High,Morning,No,0.64,Regional Cuisine Recipes,TRUE,Platform
U0212,Exhibition,2/1/2025,1 hour,English,Zone A,Accepted,20,1,Medium,Morning,No,0.26,Traditional Music Playlist,FALSE,Platform
U0213,Workshop,3/22/2025,2 hours,English,Zone A,Pending,1,6,Medium,Afternoon,No,0.14,Traditional Music Playlist,FALSE,User
U0214,Exhibition,1/7/2025,1 hour,Local Dialect,Zone C,Accepted,7,8,Medium,Evening,Yes,0.61,Regional Cuisine Recipes,FALSE,Platform
U0215,Exhibition,12/27/2024,2 hours,Local Dialect,Zone D,Pending,18,5,Low,Afternoon,Yes,0.51,Traditional Music Playlist,FALSE,Platform
U0216,Language Class,4/2/2024,1 hour,English,Zone A,Accepted,8,8,Medium,Morning,Yes,0.49,Folklore Videos,TRUE,User
U0217,Language Class,11/16/2024,1 hour,English,Zone C,Pending,12,3,High,Afternoon,No,0.97,Language Learning App,FALSE,Platform
U0218,Festival,11/19/2024,1 hour,English,Zone C,Pending,10,6,Low,Evening,No,0.34,Language Learning App,TRUE,User
U0219,Festival,1/18/2025,30 minutes,English,Zone A,Accepted,6,1,Low,Morning,No,0.54,Folklore Videos,TRUE,User
U0220,Workshop,3/3/2024,1 hour,Local Dialect,Zone D,Pending,16,3,Low,Evening,Yes,0.29,Folklore Videos,FALSE,Platform
U0221,Festival,8/11/2024,2 hours,English,Zone B,Pending,19,4,Low,Evening,No,0.39,Folklore Videos,TRUE,Platform
U0222,Exhibition,8/12/2024,2 hours,Local Dialect,Zone C,Accepted,18,5,Low,Morning,No,0.79,Regional Cuisine Recipes,FALSE,Platform
U0223,Language Class,1/3/2025,30 minutes,Regional Language,Zone B,Pending,13,3,Low,Evening,Yes,0.28,Folklore Videos,TRUE,User
U0224,Festival,12/11/2024,30 minutes,Local Dialect,Zone C,Accepted,20,8,Medium,Morning,No,0.71,Regional Cuisine Recipes,FALSE,Platform
U0225,Festival,12/2/2024,2 hours,Regional Language,Zone D,Accepted,7,5,High,Evening,No,0.22,Regional Cuisine Recipes,FALSE,Platform
U0226,Workshop,4/12/2024,1 hour,Local Dialect,Zone B,Accepted,7,7,Medium,Evening,No,0.27,Folklore Videos,TRUE,Platform
U0227,Workshop,8/2/2024,2 hours,Local Dialect,Zone A,Pending,16,5,High,Morning,Yes,0.12,Folklore Videos,FALSE,User
U0228,Exhibition,7/10/2024,30 minutes,Local Dialect,Zone C,Pending,10,8,Low,Evening,No,0.67,Traditional Music Playlist,FALSE,Platform
U0229,Language Class,6/8/2024,30 minutes,English,Zone A,Accepted,15,1,Medium,Evening,Yes,0.99,Traditional Music Playlist,FALSE,User
U0230,Workshop,1/6/2025,2 hours,Local Dialect,Zone A,Pending,14,3,Medium,Evening,No,0.69,Language Learning App,TRUE,User
U0231,Festival,7/25/2024,1 hour,English,Zone D,Accepted,12,3,Medium,Afternoon,No,0.93,Regional Cuisine Recipes,TRUE,Platform
U0232,Language Class,9/25/2024,1 hour,Local Dialect,Zone A,Accepted,15,10,High,Evening,Yes,0.57,Regional Cuisine Recipes,TRUE,User
U0233,Language Class,7/12/2024,30 minutes,Local Dialect,Zone C,Accepted,8,10,Low,Afternoon,No,0.71,Regional Cuisine Recipes,FALSE,Platform
U0234,Festival,1/14/2025,2 hours,Regional Language,Zone A,Pending,7,3,Low,Morning,No,0.93,Language Learning App,FALSE,User
U0235,Workshop,2/6/2025,2 hours,Local Dialect,Zone A,Pending,9,6,Low,Morning,Yes,0.18,Regional Cuisine Recipes,TRUE,Platform
U0236,Festival,5/31/2024,30 minutes,English,Zone C,Pending,14,9,High,Morning,No,0.64,Language Learning App,TRUE,Platform
U0237,Language Class,8/24/2024,2 hours,Regional Language,Zone A,Accepted,7,6,Medium,Afternoon,Yes,0.62,Regional Cuisine Recipes,TRUE,Platform
U0238,Art Fair,3/28/2024,30 minutes,Regional Language,Zone D,Accepted,12,5,High,Morning,Yes,0.13,Language Learning App,TRUE,User
U0239,Art Fair,1/11/2024,1 hour,Local Dialect,Zone C,Pending,14,1,Low,Morning,No,0.24,Language Learning App,TRUE,User
U0240,Exhibition,7/5/2024,1 hour,Local Dialect,Zone D,Pending,11,2,High,Evening,Yes,0.6,Traditional Music Playlist,TRUE,User
U0241,Festival,8/1/2024,2 hours,Regional Language,Zone A,Accepted,19,1,High,Afternoon,Yes,0.55,Folklore Videos,FALSE,Platform
U0242,Festival,1/15/2024,1 hour,English,Zone B,Accepted,6,6,High,Afternoon,No,0.41,Language Learning App,TRUE,User
U0243,Exhibition,9/22/2024,1 hour,Local Dialect,Zone D,Accepted,3,3,Low,Afternoon,No,0.73,Folklore Videos,FALSE,User
U0244,Exhibition,10/23/2024,30 minutes,Regional Language,Zone D,Accepted,6,5,Medium,Morning,Yes,0.42,Regional Cuisine Recipes,TRUE,Platform
U0245,Exhibition,2/14/2025,30 minutes,English,Zone A,Pending,9,6,Low,Afternoon,Yes,0.79,Folklore Videos,TRUE,Platform
U0246,Language Class,3/19/2025,2 hours,Local Dialect,Zone B,Pending,2,5,High,Morning,No,0.83,Regional Cuisine Recipes,FALSE,Platform
U0247,Festival,3/13/2024,30 minutes,Regional Language,Zone C,Accepted,6,3,Medium,Morning,No,0.68,Folklore Videos,TRUE,Platform
U0248,Language Class,2/21/2024,2 hours,Regional Language,Zone B,Accepted,14,2,Medium,Morning,Yes,0.35,Language Learning App,TRUE,Platform
U0249,Exhibition,5/7/2024,2 hours,Local Dialect,Zone C,Pending,19,2,Low,Morning,No,0.82,Language Learning App,FALSE,User
U0250,Festival,1/28/2024,30 minutes,English,Zone A,Accepted,4,2,Low,Evening,Yes,0.33,Traditional Music Playlist,FALSE,Platform
U0251,Language Class,3/5/2024,1 hour,English,Zone B,Accepted,14,10,Medium,Afternoon,No,0.37,Language Learning App,TRUE,Platform
U0252,Language Class,1/17/2024,1 hour,Regional Language,Zone A,Pending,10,4,High,Afternoon,No,0.65,Folklore Videos,FALSE,User
U0253,Exhibition,12/16/2024,1 hour,English,Zone D,Pending,6,4,Low,Morning,No,0.72,Folklore Videos,FALSE,Platform
U0254,Festival,3/3/2025,1 hour,Regional Language,Zone B,Pending,11,3,Medium,Morning,No,0.43,Traditional Music Playlist,TRUE,Platform
U0255,Exhibition,5/17/2024,2 hours,Local Dialect,Zone C,Accepted,13,8,Medium,Morning,No,0.63,Regional Cuisine Recipes,TRUE,User
U0256,Festival,11/14/2024,1 hour,English,Zone D,Accepted,18,4,High,Evening,Yes,0.32,Folklore Videos,TRUE,Platform
U0257,Art Fair,8/16/2024,2 hours,Local Dialect,Zone C,Pending,20,8,Medium,Morning,Yes,0.82,Folklore Videos,FALSE,User
U0258,Workshop,9/10/2024,30 minutes,Regional Language,Zone D,Pending,14,3,Low,Afternoon,No,0.99,Traditional Music Playlist,TRUE,User
U0259,Workshop,7/28/2024,30 minutes,Local Dialect,Zone C,Accepted,20,2,Medium,Afternoon,Yes,0.73,Language Learning App,TRUE,Platform
U0260,Workshop,3/6/2025,2 hours,English,Zone C,Accepted,20,8,High,Evening,No,0.39,Regional Cuisine Recipes,FALSE,User
U0261,Exhibition,10/20/2024,1 hour,Local Dialect,Zone A,Accepted,11,6,High,Morning,Yes,0.41,Folklore Videos,FALSE,Platform
U0262,Art Fair,8/18/2024,2 hours,English,Zone D,Pending,5,2,High,Afternoon,No,0.13,Folklore Videos,FALSE,Platform
U0263,Festival,8/28/2024,1 hour,English,Zone A,Pending,8,7,Low,Evening,Yes,0.68,Language Learning App,TRUE,User
U0264,Language Class,3/10/2024,1 hour,English,Zone A,Accepted,4,10,Low,Afternoon,No,0.64,Language Learning App,TRUE,User
U0265,Festival,4/13/2024,2 hours,English,Zone A,Pending,12,7,Low,Evening,Yes,0.96,Folklore Videos,TRUE,User
U0266,Language Class,7/22/2024,2 hours,English,Zone A,Pending,6,4,Medium,Morning,No,0.46,Regional Cuisine Recipes,FALSE,User
U0267,Festival,2/22/2024,1 hour,Regional Language,Zone C,Pending,8,8,High,Afternoon,Yes,0.94,Traditional Music Playlist,TRUE,Platform
U0268,Art Fair,3/3/2025,2 hours,Local Dialect,Zone A,Accepted,4,3,High,Afternoon,No,0.78,Traditional Music Playlist,FALSE,User
U0269,Language Class,1/9/2025,1 hour,Regional Language,Zone A,Accepted,20,9,High,Morning,No,0.36,Traditional Music Playlist,TRUE,Platform
U0270,Exhibition,11/25/2024,2 hours,Local Dialect,Zone A,Pending,10,5,Low,Morning,Yes,0.11,Traditional Music Playlist,FALSE,Platform
U0271,Festival,2/23/2024,30 minutes,Local Dialect,Zone C,Accepted,11,3,High,Evening,Yes,0.75,Folklore Videos,TRUE,Platform
U0272,Festival,10/2/2024,1 hour,Local Dialect,Zone D,Pending,15,9,Medium,Morning,Yes,0.55,Folklore Videos,TRUE,Platform
U0273,Language Class,11/30/2024,30 minutes,Regional Language,Zone C,Pending,5,2,Medium,Afternoon,No,0.97,Traditional Music Playlist,TRUE,User
U0274,Exhibition,1/31/2024,2 hours,English,Zone C,Accepted,3,2,Low,Afternoon,Yes,0.12,Traditional Music Playlist,TRUE,User
U0275,Exhibition,5/14/2024,30 minutes,English,Zone C,Pending,15,3,Low,Morning,Yes,0.57,Regional Cuisine Recipes,TRUE,Platform
U0276,Art Fair,2/27/2024,2 hours,Regional Language,Zone D,Pending,2,9,Low,Morning,Yes,0.81,Folklore Videos,TRUE,User
U0277,Exhibition,4/14/2024,1 hour,English,Zone A,Pending,2,10,High,Morning,Yes,0.81,Language Learning App,TRUE,User
U0278,Exhibition,9/22/2024,2 hours,Local Dialect,Zone A,Pending,8,3,High,Morning,No,0.7,Regional Cuisine Recipes,FALSE,User
U0279,Exhibition,1/10/2024,2 hours,English,Zone D,Pending,14,5,High,Afternoon,Yes,0.45,Folklore Videos,FALSE,User
U0280,Workshop,9/9/2024,1 hour,English,Zone D,Pending,9,9,Medium,Evening,No,0.16,Folklore Videos,FALSE,User
U0281,Art Fair,10/21/2024,2 hours,English,Zone B,Accepted,5,10,Medium,Afternoon,No,0.37,Language Learning App,FALSE,User
U0282,Festival,6/4/2024,1 hour,Local Dialect,Zone A,Pending,12,6,High,Afternoon,No,0.69,Regional Cuisine Recipes,FALSE,Platform
U0283,Language Class,6/6/2024,2 hours,English,Zone C,Accepted,10,6,Medium,Evening,Yes,0.79,Language Learning App,TRUE,Platform
U0284,Festival,2/6/2024,1 hour,English,Zone C,Accepted,1,1,Medium,Morning,No,0.84,Language Learning App,FALSE,Platform
U0285,Art Fair,4/28/2024,30 minutes,English,Zone A,Accepted,19,2,Low,Evening,No,0.8,Regional Cuisine Recipes,FALSE,Platform
U0286,Language Class,3/7/2024,2 hours,Regional Language,Zone D,Accepted,11,9,High,Afternoon,Yes,0.39,Traditional Music Playlist,TRUE,User
U0287,Art Fair,8/29/2024,2 hours,Regional Language,Zone B,Accepted,17,8,Medium,Morning,No,0.72,Language Learning App,FALSE,Platform
U0288,Exhibition,10/25/2024,2 hours,English,Zone C,Pending,3,2,Medium,Morning,Yes,0.97,Folklore Videos,FALSE,Platform
U0289,Language Class,7/31/2024,1 hour,Regional Language,Zone B,Pending,1,5,High,Morning,Yes,0.22,Regional Cuisine Recipes,FALSE,Platform
U0290,Exhibition,11/3/2024,2 hours,Regional Language,Zone C,Accepted,17,5,High,Morning,No,0.76,Language Learning App,FALSE,User
U0291,Festival,4/10/2024,1 hour,Local Dialect,Zone C,Pending,6,6,Low,Morning,Yes,0.47,Folklore Videos,TRUE,Platform
U0292,Festival,2/25/2024,2 hours,Regional Language,Zone A,Accepted,13,4,Low,Morning,No,0.3,Traditional Music Playlist,FALSE,User
U0293,Language Class,11/27/2024,30 minutes,Regional Language,Zone C,Pending,20,9,High,Evening,No,0.39,Folklore Videos,TRUE,Platform
U0294,Language Class,11/19/2024,2 hours,English,Zone B,Accepted,4,5,Medium,Morning,No,0.25,Language Learning App,FALSE,Platform
U0295,Art Fair,8/26/2024,30 minutes,Local Dialect,Zone B,Accepted,5,4,Low,Evening,Yes,0.83,Folklore Videos,FALSE,User
U0296,Art Fair,1/27/2025,1 hour,Local Dialect,Zone A,Accepted,15,9,High,Evening,Yes,0.45,Traditional Music Playlist,FALSE,Platform
U0297,Exhibition,8/18/2024,30 minutes,Local Dialect,Zone C,Pending,14,2,Low,Evening,Yes,0.94,Folklore Videos,TRUE,User
U0298,Language Class,12/27/2024,2 hours,Regional Language,Zone B,Pending,19,2,Medium,Morning,Yes,0.97,Folklore Videos,FALSE,Platform
U0299,Festival,1/15/2025,2 hours,English,Zone D,Accepted,15,3,Medium,Morning,No,0.97,Folklore Videos,TRUE,User
U0300,Art Fair,4/1/2024,1 hour,Local Dialect,Zone A,Accepted,12,10,High,Morning,No,0.24,Language Learning App,FALSE,User
U0301,Art Fair,10/5/2024,2 hours,Local Dialect,Zone D,Pending,18,4,Low,Morning,No,0.41,Traditional Music Playlist,FALSE,Platform
U0302,Festival,3/22/2025,2 hours,Regional Language,Zone B,Pending,14,10,Medium,Afternoon,Yes,0.38,Language Learning App,FALSE,Platform
U0303,Art Fair,4/18/2024,1 hour,Local Dialect,Zone D,Accepted,10,9,Medium,Afternoon,No,0.93,Traditional Music Playlist,FALSE,Platform
U0304,Exhibition,11/12/2024,1 hour,English,Zone A,Accepted,8,5,Low,Morning,No,0.18,Language Learning App,TRUE,User
U0305,Language Class,6/16/2024,30 minutes,Local Dialect,Zone D,Accepted,4,2,High,Afternoon,No,0.63,Regional Cuisine Recipes,TRUE,User
U0306,Festival,10/26/2024,1 hour,English,Zone B,Pending,18,3,Low,Morning,Yes,0.54,Language Learning App,FALSE,User
U0307,Language Class,2/11/2025,2 hours,English,Zone D,Accepted,8,8,Low,Morning,Yes,0.98,Traditional Music Playlist,FALSE,User
U0308,Art Fair,3/10/2025,1 hour,English,Zone D,Pending,4,6,Low,Morning,Yes,0.97,Folklore Videos,TRUE,Platform
U0309,Art Fair,3/17/2025,2 hours,Regional Language,Zone D,Pending,11,5,Low,Morning,Yes,0.48,Traditional Music Playlist,TRUE,User
U0310,Festival,8/5/2024,30 minutes,Regional Language,Zone C,Accepted,5,4,Low,Morning,Yes,0.5,Language Learning App,TRUE,Platform
U0311,Exhibition,8/9/2024,1 hour,English,Zone B,Pending,10,4,Medium,Morning,Yes,0.45,Language Learning App,FALSE,User
U0312,Workshop,6/9/2024,2 hours,English,Zone D,Accepted,6,8,High,Morning,No,0.81,Language Learning App,FALSE,Platform
U0313,Festival,1/16/2024,1 hour,Local Dialect,Zone B,Accepted,4,6,High,Evening,No,0.19,Traditional Music Playlist,FALSE,User
U0314,Workshop,10/4/2024,1 hour,Local Dialect,Zone D,Pending,18,5,Medium,Evening,No,0.2,Folklore Videos,TRUE,User
U0315,Workshop,2/26/2024,1 hour,Local Dialect,Zone A,Accepted,17,5,High,Afternoon,No,0.73,Regional Cuisine Recipes,TRUE,Platform
U0316,Exhibition,3/2/2024,1 hour,Regional Language,Zone A,Pending,7,6,High,Afternoon,Yes,0.12,Regional Cuisine Recipes,FALSE,Platform
U0317,Workshop,12/28/2024,30 minutes,Local Dialect,Zone A,Pending,9,3,Low,Evening,No,0.7,Folklore Videos,TRUE,Platform
U0318,Workshop,11/22/2024,2 hours,English,Zone D,Accepted,3,7,High,Evening,Yes,0.22,Regional Cuisine Recipes,TRUE,User
U0319,Exhibition,8/29/2024,1 hour,English,Zone B,Pending,9,1,Low,Evening,Yes,0.81,Folklore Videos,TRUE,User
U0320,Workshop,3/30/2024,2 hours,Regional Language,Zone A,Pending,4,5,High,Afternoon,No,0.77,Traditional Music Playlist,FALSE,Platform
U0321,Workshop,3/12/2024,30 minutes,Regional Language,Zone C,Accepted,19,6,Medium,Morning,Yes,0.26,Traditional Music Playlist,TRUE,Platform
U0322,Workshop,11/21/2024,2 hours,Local Dialect,Zone A,Pending,9,2,High,Afternoon,Yes,0.78,Folklore Videos,TRUE,Platform
U0323,Festival,1/30/2024,2 hours,Regional Language,Zone A,Accepted,20,2,Medium,Morning,No,0.81,Regional Cuisine Recipes,FALSE,Platform
U0324,Festival,12/24/2024,30 minutes,English,Zone C,Accepted,6,9,Low,Morning,No,0.93,Regional Cuisine Recipes,FALSE,User
U0325,Festival,2/10/2025,1 hour,English,Zone A,Pending,11,2,Low,Afternoon,No,0.75,Traditional Music Playlist,FALSE,User
U0326,Exhibition,10/14/2024,2 hours,Regional Language,Zone D,Pending,15,3,Low,Morning,No,0.88,Traditional Music Playlist,FALSE,Platform
U0327,Art Fair,3/26/2024,2 hours,English,Zone D,Accepted,6,1,Low,Afternoon,No,0.67,Folklore Videos,FALSE,Platform
U0328,Workshop,8/21/2024,1 hour,Regional Language,Zone A,Pending,20,9,Medium,Evening,No,0.66,Folklore Videos,TRUE,Platform
U0329,Workshop,8/22/2024,1 hour,English,Zone B,Accepted,10,1,High,Evening,No,0.71,Traditional Music Playlist,TRUE,User
U0330,Exhibition,11/8/2024,2 hours,Local Dialect,Zone B,Pending,18,4,Low,Afternoon,Yes,0.47,Traditional Music Playlist,TRUE,Platform
U0331,Workshop,12/30/2024,30 minutes,Regional Language,Zone A,Accepted,16,7,Low,Afternoon,Yes,0.31,Traditional Music Playlist,FALSE,User
U0332,Festival,9/21/2024,1 hour,Regional Language,Zone C,Accepted,4,2,Low,Afternoon,No,0.47,Traditional Music Playlist,TRUE,Platform
U0333,Art Fair,10/13/2024,1 hour,Regional Language,Zone D,Pending,20,8,Medium,Afternoon,Yes,0.63,Regional Cuisine Recipes,TRUE,Platform
U0334,Language Class,11/22/2024,30 minutes,English,Zone D,Pending,13,8,Medium,Morning,Yes,0.72,Traditional Music Playlist,FALSE,User
U0335,Workshop,1/27/2025,2 hours,Local Dialect,Zone D,Pending,5,3,Medium,Evening,Yes,0.51,Language Learning App,FALSE,Platform
U0336,Festival,9/25/2024,1 hour,Regional Language,Zone A,Accepted,20,4,High,Afternoon,No,0.4,Traditional Music Playlist,TRUE,Platform
U0337,Language Class,7/4/2024,2 hours,English,Zone D,Accepted,19,7,High,Afternoon,Yes,0.32,Traditional Music Playlist,FALSE,User
U0338,Art Fair,5/10/2024,2 hours,Regional Language,Zone A,Pending,18,5,Low,Evening,Yes,0.26,Regional Cuisine Recipes,TRUE,User
U0339,Language Class,10/17/2024,2 hours,English,Zone A,Pending,20,5,Medium,Afternoon,No,0.53,Regional Cuisine Recipes,TRUE,Platform
U0340,Festival,10/3/2024,30 minutes,Local Dialect,Zone B,Accepted,17,2,High,Evening,Yes,0.74,Traditional Music Playlist,FALSE,Platform
U0341,Language Class,11/15/2024,2 hours,English,Zone C,Pending,16,6,High,Evening,No,0.85,Traditional Music Playlist,FALSE,User
U0342,Exhibition,12/16/2024,2 hours,English,Zone C,Pending,1,4,Medium,Afternoon,Yes,0.41,Language Learning App,FALSE,User
U0343,Language Class,6/28/2024,1 hour,Regional Language,Zone C,Accepted,1,5,High,Morning,Yes,0.65,Regional Cuisine Recipes,FALSE,User
U0344,Workshop,10/16/2024,1 hour,English,Zone D,Pending,20,5,Medium,Afternoon,Yes,0.53,Folklore Videos,TRUE,Platform
U0345,Workshop,1/11/2025,30 minutes,Regional Language,Zone B,Accepted,14,2,Medium,Morning,Yes,0.97,Folklore Videos,TRUE,Platform
U0346,Exhibition,6/11/2024,30 minutes,English,Zone B,Accepted,2,8,Medium,Afternoon,Yes,0.89,Regional Cuisine Recipes,TRUE,Platform
U0347,Festival,9/27/2024,1 hour,Local Dialect,Zone A,Pending,15,1,Low,Morning,No,0.89,Folklore Videos,TRUE,User
U0348,Workshop,1/10/2025,1 hour,English,Zone B,Pending,3,2,High,Evening,Yes,0.62,Traditional Music Playlist,FALSE,Platform
U0349,Art Fair,4/5/2024,30 minutes,Regional Language,Zone A,Pending,13,7,Low,Evening,No,0.49,Traditional Music Playlist,TRUE,User
U0350,Workshop,9/18/2024,2 hours,English,Zone B,Accepted,19,7,Medium,Afternoon,No,0.69,Folklore Videos,FALSE,User
U0351,Workshop,12/30/2024,30 minutes,English,Zone A,Accepted,1,2,High,Afternoon,No,0.24,Language Learning App,FALSE,Platform
U0352,Festival,12/18/2024,2 hours,Local Dialect,Zone D,Accepted,13,1,High,Morning,No,0.89,Folklore Videos,FALSE,User
U0353,Language Class,10/14/2024,1 hour,Regional Language,Zone B,Pending,15,10,Low,Morning,Yes,0.34,Language Learning App,TRUE,User
U0354,Workshop,3/11/2025,1 hour,Local Dialect,Zone C,Accepted,16,1,Low,Morning,No,0.84,Folklore Videos,FALSE,Platform
U0355,Exhibition,3/23/2024,1 hour,English,Zone A,Accepted,11,1,High,Morning,No,0.37,Language Learning App,TRUE,Platform
